Synonyms	Symbol	Chromosome
RPS24P	RPS24P1	Y
ARSFP1	ARSFP1	Y
ARSFP	ARSFP1	Y
SFPQP1	SFPQP1	Y
SFPQP	SFPQP1	Y
PPIL2	PPIL2	22
CYC4	PPIL2	22
CYP60	PPIL2	22
Cyp-60	PPIL2	22
UBOX7	PPIL2	22
hCyP-60	PPIL2	22
PITPNB	PITPNB	22
PI-TP-beta	PITPNB	22
PtdInsTP	PITPNB	22
VIB1B	PITPNB	22
PISD	PISD	22
DJ858B16	PISD	22
PSD	PISD	22
PSDC	PISD	22
PSSC	PISD	22
dJ858B16.2	PISD	22
OSBP2	OSBP2	22
HLM	OSBP2	22
ORP-4	OSBP2	22
ORP4	OSBP2	22
OSBPL1	OSBP2	22
OSBPL4	OSBP2	22
MAFF	MAFF	22
U-MAF	MAFF	22
hMafF	MAFF	22
IL17RA	IL17RA	22
CANDF5	IL17RA	22
CD217	IL17RA	22
CDw217	IL17RA	22
IL-17RA	IL17RA	22
IL17R	IL17RA	22
IMD51	IL17RA	22
hIL-17R	IL17RA	22
GABARAPL3	GABARAPL3	15
ATG8D	GABARAPL3	15
FLRT3	FLRT3	20
HH21	FLRT3	20
FLRT2	FLRT2	14
-	FLRT2	14
FLRT1	FLRT1	11
SPG68	FLRT1	11
FKBP8	FKBP8	19
FKBP38	FKBP8	19
FKBPr38	FKBP8	19
DIANPH	DIANPH	18
-	DIANPH	18
CSF2RBP1	CSF2RBP1	22
CSF2RB2	CSF2RBP1	22
fF45C1.2	CSF2RBP1	22
BRD1	BRD1	22
BRL	BRD1	22
BRPF1	BRD1	22
BRPF2	BRD1	22
ARHGAP8	ARHGAP8	22
BPGAP1	ARHGAP8	22
PP610	ARHGAP8	22
APOL2	APOL2	22
APOL-II	APOL2	22
APOL3	APOL2	22
AP1B1P2	AP1B1P2	22
ADTB1L2	AP1B1P2	22
dJ127L4.3	AP1B1P2	22
AP1B1P1	AP1B1P1	22
ADTB1L1	AP1B1P1	22
dJ127L4.2	AP1B1P1	22
ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	22
VWFP1-ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	22
POTEH	POTEH	22
A26C3	POTEH	22
ACTBL1	POTEH	22
CT104.7	POTEH	22
POTE22	POTEH	22
ABCD1P1	ABCD1P1	2
-	ABCD1P1	2
BCL2L13	BCL2L13	22
BCL-RAMBO	BCL2L13	22
Bcl2-L-13	BCL2L13	22
MIL1	BCL2L13	22
MTCH1	MTCH1	6
CGI-64	MTCH1	6
PIG60	MTCH1	6
PSAP	MTCH1	6
SLC25A49	MTCH1	6
MTCH2	MTCH2	11
HSPC032	MTCH2	11
MIMP	MTCH2	11
SLC25A50	MTCH2	11
KIF4A	KIF4A	X
KIF4	KIF4A	X
KIF4G1	KIF4A	X
MRX100	KIF4A	X
IFIT5	IFIT5	10
ISG58	IFIT5	10
P58	IFIT5	10
RI58	IFIT5	10
EML2	EML2	19
ELP70	EML2	19
EMAP-2	EML2	19
EMAP2	EML2	19
FTSJ1	FTSJ1	X
CDLIV	FTSJ1	X
JM23	FTSJ1	X
MRX44	FTSJ1	X
MRX9	FTSJ1	X
SPB1	FTSJ1	X
TRMT7	FTSJ1	X
LAMP5	LAMP5	20
BAD-LAMP	LAMP5	20
BADLAMP	LAMP5	20
C20orf103	LAMP5	20
LAMP-5	LAMP5	20
UNC-46	LAMP5	20
NAT6	NAT6	3
FUS-2	NAT6	3
FUS2	NAT6	3
TFIP11	TFIP11	22
NTR1	TFIP11	22
STIP	TFIP11	22
STIP-1	TFIP11	22
Spp382	TFIP11	22
TIP39	TFIP11	22
bK445C9.6	TFIP11	22
PANX1	PANX1	11
MRS1	PANX1	11
PX1	PANX1	11
UNQ2529	PANX1	11
CLDN15	CLDN15	7
-	CLDN15	7
FJX1	FJX1	11
-	FJX1	11
PRPF6	PRPF6	20
ANT-1	PRPF6	20
ANT1	PRPF6	20
C20orf14	PRPF6	20
Prp6	PRPF6	20
RP60	PRPF6	20
SNRNP102	PRPF6	20
TOM	PRPF6	20
U5-102K	PRPF6	20
hPrp6	PRPF6	20
ZNF318	ZNF318	6
HRIHFB2436	ZNF318	6
TZF	ZNF318	6
ZFP318	ZNF318	6
TP53TG3	TP53TG3	16
P53TG3	TP53TG3	16
TP53TG3A	TP53TG3	16
TP53TG3E	TP53TG3	16
TP53TG3F	TP53TG3	16
KIAA1549L	KIAA1549L	11
C11orf41	KIAA1549L	11
C11orf69	KIAA1549L	11
G2	KIAA1549L	11
SHC2	SHC2	19
SCK	SHC2	19
SHCB	SHC2	19
SLI	SHC2	19
HYPM	HYPM	X
CXorf27	HYPM	X
HIP17	HYPM	X
HYPK	HYPK	15
C15orf63	HYPK	15
HSPC136	HYPK	15
PRPF40B	PRPF40B	12
HYPC	PRPF40B	12
SLC24A2	SLC24A2	9
NCKX2	SLC24A2	9
C22orf31	C22orf31	22
HS747E2A	C22orf31	22
bK747E2.1	C22orf31	22
TBC1D22A	TBC1D22A	22
C22orf4	TBC1D22A	22
HSC79E021	TBC1D22A	22
GSTTP1	GSTTP1	22
GSTT4	GSTTP1	22
HS322B1A	GSTTP1	22
C22orf24	C22orf24	22
HSN44A4A	C22orf24	22
CBY1	CBY1	22
C22orf2	CBY1	22
CBY	CBY1	22
HS508I15A	CBY1	22
PGEA1	CBY1	22
PIGEA-14	CBY1	22
PIGEA14	CBY1	22
arb1	CBY1	22
SUN2	SUN2	22
UNC84B	SUN2	22
DSTYK	DSTYK	1
CAKUT1	DSTYK	1
DustyPK	DSTYK	1
HDCMD38P	DSTYK	1
RIP5	DSTYK	1
RIPK5	DSTYK	1
RASGRP3	RASGRP3	2
GRP3	RASGRP3	2
RAB3GAP2	RAB3GAP2	1
RAB3-GAP150	RAB3GAP2	1
RAB3GAP150	RAB3GAP2	1
SPG69	RAB3GAP2	1
WARBM2	RAB3GAP2	1
p150	RAB3GAP2	1
DGCR12	DGCR12	22
DGS-E	DGCR12	22
DGCR11	DGCR11	22
DGS-D	DGCR11	22
DGCR9	DGCR9	22
DGS-A	DGCR9	22
RAD54B	RAD54B	8
RDH54	RAD54B	8
TMEM59L	TMEM59L	19
BSMAP	TMEM59L	19
C19orf4	TMEM59L	19
CFAP45	CFAP45	1
CCDC19	CFAP45	1
NESG1	CFAP45	1
NGEF	NGEF	2
ARHGEF27	NGEF	2
EPHEXIN	NGEF	2
CIZ1	CIZ1	9
LSFR1	CIZ1	9
NP94	CIZ1	9
ZNF356	CIZ1	9
FBXO7	FBXO7	22
FBX	FBXO7	22
FBX07	FBXO7	22
FBX7	FBXO7	22
PARK15	FBXO7	22
PKPS	FBXO7	22
FSCN2	FSCN2	17
RFSN	FSCN2	17
RP30	FSCN2	17
PGLS	PGLS	19
6PGL	PGLS	19
HEL-S-304	PGLS	19
QPCT	QPCT	2
GCT	QPCT	2
QC	QPCT	2
sQC	QPCT	2
BRI3	BRI3	7
I3	BRI3	7
ZNF324	ZNF324	19
ZF5128	ZNF324	19
ZNF324A	ZNF324	19
SLC39A6	SLC39A6	18
LIV-1	SLC39A6	18
ZIP6	SLC39A6	18
GCA	GCA	2
GCL	GCA	2
LMOD1	LMOD1	1
1D	LMOD1	1
64kD	LMOD1	1
D1	LMOD1	1
SM-LMOD	LMOD1	1
SMLMOD	LMOD1	1
SPDEF	SPDEF	6
PDEF	SPDEF	6
bA375E1.3	SPDEF	6
LSM4	LSM4	19
GRP	LSM4	19
YER112W	LSM4	19
BAMBI	BAMBI	10
NMA	BAMBI	10
VAX2	VAX2	2
DRES93	VAX2	2
RHBDD3	RHBDD3	22
C22orf3	RHBDD3	22
HS984G1A	RHBDD3	22
PTAG	RHBDD3	22
TTLL1	TTLL1	22
C22orf7	TTLL1	22
HS323M22B	TTLL1	22
POM121L1P	POM121L1P	22
POM121L1	POM121L1P	22
SAMM50	SAMM50	22
CGI-51	SAMM50	22
OMP85	SAMM50	22
SAM50	SAMM50	22
TOB55	SAMM50	22
TRG-3	SAMM50	22
YNL026W	SAMM50	22
ATXN10	ATXN10	22
E46L	ATXN10	22
HUMEEP	ATXN10	22
SCA10	ATXN10	22
TNFAIP8	TNFAIP8	5
GG2-1	TNFAIP8	5
MDC-3.13	TNFAIP8	5
NDED	TNFAIP8	5
SCC-S2	TNFAIP8	5
SCCS2	TNFAIP8	5
FAM19A5	FAM19A5	22
QLLK5208	FAM19A5	22
TAFA-5	FAM19A5	22
TAFA5	FAM19A5	22
UNQ5208	FAM19A5	22
KLK5	KLK5	19
KLK-L2	KLK5	19
KLKL2	KLK5	19
SCTE	KLK5	19
NOCT	NOCT	4
CCR4L	NOCT	4
CCRN4L	NOCT	4
Ccr4c	NOCT	4
NOC	NOCT	4
ARIH1	ARIH1	15
ARI	ARIH1	15
HARI	ARIH1	15
HHARI	ARIH1	15
UBCH7BP	ARIH1	15
MTO1	MTO1	6
CGI-02	MTO1	6
COXPD10	MTO1	6
DNAJB5	DNAJB5	9
Hsc40	DNAJB5	9
TPSG1	TPSG1	16
PRSS31	TPSG1	16
TMT	TPSG1	16
trpA	TPSG1	16
PRDX5	PRDX5	11
ACR1	PRDX5	11
AOEB166	PRDX5	11
B166	PRDX5	11
HEL-S-55	PRDX5	11
PLP	PRDX5	11
PMP20	PRDX5	11
PRDX6	PRDX5	11
PRXV	PRDX5	11
SBBI10	PRDX5	11
prx-V	PRDX5	11
BACE2	BACE2	21
AEPLC	BACE2	21
ALP56	BACE2	21
ASP1	BACE2	21
ASP21	BACE2	21
BAE2	BACE2	21
CDA13	BACE2	21
CEAP1	BACE2	21
DRAP	BACE2	21
SNORD82	SNORD82	2
RNU82	SNORD82	2
U82	SNORD82	2
Z25	SNORD82	2
FBXL2	FBXL2	3
FBL2	FBXL2	3
FBL3	FBXL2	3
TXN2	TXN2	22
COXPD29	TXN2	22
MT-TRX	TXN2	22
MTRX	TXN2	22
TRX2	TXN2	22
TMEM184B	TMEM184B	22
C22orf5	TMEM184B	22
FM08	TMEM184B	22
HS5O6A	TMEM184B	22
HSPC256	TMEM184B	22
SULT4A1	SULT4A1	22
BR-STL-1	SULT4A1	22
BRSTL1	SULT4A1	22
DJ388M5.3	SULT4A1	22
NST	SULT4A1	22
SULTX3	SULT4A1	22
hBR-STL-1	SULT4A1	22
HECTD1	HECTD1	14
EULIR	HECTD1	14
NBPF14	NBPF14	1
DJ328E19.C1.1	NBPF14	1
NBPF	NBPF14	1
POU2F3	POU2F3	11
Epoc-1	POU2F3	11
OCT-11	POU2F3	11
OCT11	POU2F3	11
OTF-11	POU2F3	11
PLA-1	POU2F3	11
PLA1	POU2F3	11
Skn-1a	POU2F3	11
MGAT4C	MGAT4C	12
GNTIVH	MGAT4C	12
HGNT-IV-H	MGAT4C	12
NIPBL	NIPBL	5
CDLS	NIPBL	5
CDLS1	NIPBL	5
IDN3	NIPBL	5
IDN3-B	NIPBL	5
Scc2	NIPBL	5
RAB26	RAB26	16
V46133	RAB26	16
COG4	COG4	16
CDG2J	COG4	16
COD1	COG4	16
METTL7A	METTL7A	12
AAM-B	METTL7A	12
ABTB2	ABTB2	11
ABTB2A	ABTB2	11
BTBD22	ABTB2	11
ASF1A	ASF1A	6
CGI-98	ASF1A	6
CIA	ASF1A	6
HSPC146	ASF1A	6
MOB4	MOB4	2
2C4D	MOB4	2
CGI-95	MOB4	2
MOB1	MOB4	2
MOB3	MOB4	2
MOBKL3	MOB4	2
PHOCN	MOB4	2
PREI3	MOB4	2
YIPF3	YIPF3	6
C6orf109	YIPF3	6
FinGER3	YIPF3	6
KLIP1	YIPF3	6
dJ337H4.3	YIPF3	6
PP7080	PP7080	5
-	PP7080	5
ANAPC13	ANAPC13	3
APC13	ANAPC13	3
SWM1	ANAPC13	3
PARM1	PARM1	4
Cipar1	PARM1	4
DKFZP564O0823	PARM1	4
PARM-1	PARM1	4
WSC4	PARM1	4
ZNF345	ZNF345	19
HZF10	ZNF345	19
TECPR1	TECPR1	7
-	TECPR1	7
ARMC8	ARMC8	3
GID5	ARMC8	3
HSPC056	ARMC8	3
S863-2	ARMC8	3
VID28	ARMC8	3
DCAF12	DCAF12	9
CT102	DCAF12	9
KIAA1892	DCAF12	9
TCC52	DCAF12	9
WDR40A	DCAF12	9
FAM149A	FAM149A	4
MST119	FAM149A	4
MSTP119	FAM149A	4
BRMS1	BRMS1	11
-	BRMS1	11
TEX40	TEX40	11
C11orf20	TEX40	11
PART1	PART1	5
NCRNA00206	PART1	5
WHRN	WHRN	9
CIP98	WHRN	9
DFNB31	WHRN	9
PDZD7B	WHRN	9
USH2D	WHRN	9
WI	WHRN	9
USP49	USP49	6
-	USP49	6
ABHD14A	ABHD14A	3
DORZ1	ABHD14A	3
PRKD2	PRKD2	19
HSPC187	PRKD2	19
PKD2	PRKD2	19
nPKC-D2	PRKD2	19
SUMF2	SUMF2	7
pFGE	SUMF2	7
NEPRO	NEPRO	3
C3orf17	NEPRO	3
NET17	NEPRO	3
RPL36	RPL36	19
L36	RPL36	19
MPC2	MPC2	1
BRP44	MPC2	1
LETMD1	LETMD1	12
1110019O13Rik	LETMD1	12
HCCR	LETMD1	12
HCCR-1	LETMD1	12
HCCR-2	LETMD1	12
HCCR1	LETMD1	12
HCCR2	LETMD1	12
HCRR-2	LETMD1	12
SPEF1	SPEF1	20
C20orf28	SPEF1	20
CLAMP	SPEF1	20
SPEF1A	SPEF1	20
MXRA5	MXRA5	X
-	MXRA5	X
DCAF13	DCAF13	8
GM83	DCAF13	8
HSPC064	DCAF13	8
WDSOF1	DCAF13	8
TMEM186	TMEM186	16
C16orf51	TMEM186	16
CHRDL2	CHRDL2	11
BNF1	CHRDL2	11
CHL2	CHRDL2	11
POLR1A	POLR1A	2
A190	POLR1A	2
AFDCIN	POLR1A	2
RPA1	POLR1A	2
RPA194	POLR1A	2
RPO1-4	POLR1A	2
RPO14	POLR1A	2
POC1A	POC1A	3
PIX2	POC1A	3
SOFT	POC1A	3
WDR51A	POC1A	3
ZNF473	ZNF473	19
ZFP100	ZNF473	19
ZN473	ZNF473	19
ABI3BP	ABI3BP	3
NESHBP	ABI3BP	3
TARSH	ABI3BP	3
PAMR1	PAMR1	11
DKFZP586H2123	PAMR1	11
FP938	PAMR1	11
RAMP	PAMR1	11
TRIM58	TRIM58	1
BIA2	TRIM58	1
PLEKHG4	PLEKHG4	16
ARHGEF44	PLEKHG4	16
PRTPHN1	PLEKHG4	16
SCA4	PLEKHG4	16
METTL21B	METTL21B	12
FAM119B	METTL21B	12
INTS7	INTS7	1
C1orf73	INTS7	1
INT7	INTS7	1
RNF19A	RNF19A	8
RNF19	RNF19A	8
RCHY1	RCHY1	4
ARNIP	RCHY1	4
CHIMP	RCHY1	4
PIRH2	RCHY1	4
PRO1996	RCHY1	4
RNF199	RCHY1	4
ZCHY	RCHY1	4
ZNF363	RCHY1	4
IFFO1	IFFO1	12
HOM-TES-103	IFFO1	12
IFFO	IFFO1	12
CCDC28A	CCDC28A	6
C6orf80	CCDC28A	6
CCRL1AP	CCDC28A	6
MTHFD1L	MTHFD1L	6
FTHFSDC1	MTHFD1L	6
MTC1THFS	MTHFD1L	6
dJ292B18.2	MTHFD1L	6
OLFML2B	OLFML2B	1
-	OLFML2B	1
CNOT10	CNOT10	3
-	CNOT10	3
ANAPC15	ANAPC15	11
APC15	ANAPC15	11
C11orf51	ANAPC15	11
HSPC020	ANAPC15	11
TMEM158	TMEM158	3
BBP	TMEM158	3
RIS1	TMEM158	3
p40BBP	TMEM158	3
AHCTF1	AHCTF1	1
ELYS	AHCTF1	1
MST108	AHCTF1	1
MSTP108	AHCTF1	1
TMBS62	AHCTF1	1
DPCD	DPCD	10
-	DPCD	10
C1orf43	C1orf43	1
HSPC012	C1orf43	1
NICE-3	C1orf43	1
NS5ATP4	C1orf43	1
S863-3	C1orf43	1
POT1	POT1	7
CMM10	POT1	7
GLM9	POT1	7
HPOT1	POT1	7
RTTN	RTTN	18
MSSP	RTTN	18
NDUFAF3	NDUFAF3	3
2P1	NDUFAF3	3
C3orf60	NDUFAF3	3
E3-3	NDUFAF3	3
THUMPD3	THUMPD3	3
-	THUMPD3	3
NELFB	NELFB	9
COBRA1	NELFB	9
NELF-B	NELFB	9
ZDHHC5	ZDHHC5	11
DHHC5	ZDHHC5	11
ZNF375	ZDHHC5	11
ATL3	ATL3	11
HSN1F	ATL3	11
MYRIP	MYRIP	3
SLAC2-C	MYRIP	3
SLAC2C	MYRIP	3
ZNF521	ZNF521	18
EHZF	ZNF521	18
Evi3	ZNF521	18
NOL11	NOL11	17
-	NOL11	17
CNRIP1	CNRIP1	2
C2orf32	CNRIP1	2
CRIP1	CNRIP1	2
SOSTDC1	SOSTDC1	7
CDA019	SOSTDC1	7
DAND7	SOSTDC1	7
ECTODIN	SOSTDC1	7
USAG1	SOSTDC1	7
GEMIN5	GEMIN5	5
GEMIN-5	GEMIN5	5
PTPN23	PTPN23	3
HD-PTP	PTPN23	3
HDPTP	PTPN23	3
PTP-TD14	PTPN23	3
CLIC4	CLIC4	1
CLIC4L	CLIC4	1
H1	CLIC4	1
MTCLIC	CLIC4	1
huH1	CLIC4	1
p64H1	CLIC4	1
NIPSNAP3A	NIPSNAP3A	9
HSPC299	NIPSNAP3A	9
NIPSNAP4	NIPSNAP3A	9
TASSC	NIPSNAP3A	9
NSL1	NSL1	1
C1orf48	NSL1	1
DC8	NSL1	1
MIS14	NSL1	1
WWTR1	WWTR1	3
TAZ	WWTR1	3
HEATR5A	HEATR5A	14
C14orf125	HEATR5A	14
SAMHD1	SAMHD1	20
CHBL2	SAMHD1	20
DCIP	SAMHD1	20
HDDC1	SAMHD1	20
MOP-5	SAMHD1	20
SBBI88	SAMHD1	20
FAM98A	FAM98A	2
-	FAM98A	2
TPGS2	TPGS2	18
C18orf10	TPGS2	18
HMFN0601	TPGS2	18
L17	TPGS2	18
PGs2	TPGS2	18
SIN3A	SIN3A	15
WITKOS	SIN3A	15
C20orf194	C20orf194	20
-	C20orf194	20
NECTIN3	NECTIN3	3
CD113	NECTIN3	3
CDW113	NECTIN3	3
NECTIN-3	NECTIN3	3
PPR3	NECTIN3	3
PRR3	NECTIN3	3
PVRL3	NECTIN3	3
PVRR3	NECTIN3	3
ZNF385A	ZNF385A	12
HZF	ZNF385A	12
RZF	ZNF385A	12
ZFP385	ZNF385A	12
ZNF385	ZNF385A	12
KBTBD2	KBTBD2	7
BKLHD1	KBTBD2	7
SYF2	SYF2	1
CBPIN	SYF2	1
NTC31	SYF2	1
P29	SYF2	1
fSAP29	SYF2	1
RWDD3	RWDD3	1
RSUME	RWDD3	1
PNKD	PNKD	2
BRP17	PNKD	2
DYT8	PNKD	2
FKSG19	PNKD	2
FPD1	PNKD	2
KIPP1184	PNKD	2
MR-1	PNKD	2
MR1	PNKD	2
PDC	PNKD	2
PKND1	PNKD	2
TAHCCP2	PNKD	2
SEC31B	SEC31B	10
SEC31B-1	SEC31B	10
SEC31L2	SEC31B	10
PNISR	PNISR	6
C6orf111	PNISR	6
HSPC306	PNISR	6
SFRS18	PNISR	6
SRrp130	PNISR	6
bA98I9.2	PNISR	6
KANK2	KANK2	19
ANKRD25	KANK2	19
MXRA3	KANK2	19
PPKWH	KANK2	19
SIP	KANK2	19
ADGRA2	ADGRA2	8
GPR124	ADGRA2	8
TEM5	ADGRA2	8
NUDT13	NUDT13	10
-	NUDT13	10
KIAA1429	KIAA1429	8
MSTP054	KIAA1429	8
fSAP121	KIAA1429	8
TMEM87A	TMEM87A	15
-	TMEM87A	15
C2CD2	C2CD2	21
C21orf25	C2CD2	21
C21orf258	C2CD2	21
TMEM24L	C2CD2	21
SH2B1	SH2B1	16
PSM	SH2B1	16
SH2B	SH2B1	16
UNC50	UNC50	2
GMH1	UNC50	2
HSD23	UNC50	2
PDLs22	UNC50	2
UNCL	UNC50	2
URP	UNC50	2
PARS2	PARS2	1
MT-PRORS	PARS2	1
proRS	PARS2	1
MMACHC	MMACHC	1
cblC	MMACHC	1
EGFL6	EGFL6	X
MAEG	EGFL6	X
W80	EGFL6	X
TIPARP	TIPARP	3
ARTD14	TIPARP	3
PARP7	TIPARP	3
pART14	TIPARP	3
NECAP1	NECAP1	12
EIEE21	NECAP1	12
CHMP2B	CHMP2B	3
ALS17	CHMP2B	3
CHMP2.5	CHMP2B	3
DMT1	CHMP2B	3
VPS2-2	CHMP2B	3
VPS2B	CHMP2B	3
DHRS7B	DHRS7B	17
CGI-93	DHRS7B	17
SDR32C1	DHRS7B	17
AAR2	AAR2	20
C20orf4	AAR2	20
CGI-23	AAR2	20
DNAH1	DNAH1	3
DNAHC1	DNAH1	3
HDHC7	DNAH1	3
HL-11	DNAH1	3
HL11	DNAH1	3
HSRF-1	DNAH1	3
XLHSRF-1	DNAH1	3
NGDN	NGDN	14
C14orf120	NGDN	14
CANu1	NGDN	14
LCP5	NGDN	14
NGD	NGDN	14
lpd-2	NGDN	14
KRT23	KRT23	17
CK23	KRT23	17
HAIK1	KRT23	17
K23	KRT23	17
TSKU	TSKU	11
E2IG4	TSKU	11
LRRC54	TSKU	11
TSK	TSKU	11
HINFP	HINFP	11
HiNF-P	HINFP	11
MIZF	HINFP	11
ZNF743	HINFP	11
ULK3	ULK3	15
-	ULK3	15
SNED1	SNED1	2
SST3	SNED1	2
Snep	SNED1	2
HIGD1A	HIGD1A	3
HIG1	HIGD1A	3
RCF1a	HIGD1A	3
REXO2	REXO2	11
CGI-114	REXO2	11
REX2	REXO2	11
RFN	REXO2	11
SFN	REXO2	11
IBTK	IBTK	6
BTBD26	IBTK	6
BTKI	IBTK	6
CLIP3	CLIP3	19
CLIPR-59	CLIP3	19
CLIPR59	CLIP3	19
RSNL1	CLIP3	19
TBC1D10B	TBC1D10B	16
EPI64B	TBC1D10B	16
FP2461	TBC1D10B	16
RNF167	RNF167	17
5730408C10Rik	RNF167	17
LP2254	RNF167	17
RING105	RNF167	17
MOXD1	MOXD1	6
MOX	MOXD1	6
PRO5780	MOXD1	6
dJ248E1.1	MOXD1	6
GORASP2	GORASP2	2
GOLPH6	GORASP2	2
GRASP55	GORASP2	2
GRS2	GORASP2	2
p59	GORASP2	2
C2CD3	C2CD3	11
OFD14	C2CD3	11
TKFC	TKFC	11
DAK	TKFC	11
NET45	TKFC	11
ZZZ3	ZZZ3	1
ATAC1	ZZZ3	1
SPATS2L	SPATS2L	2
DNAPTP6	SPATS2L	2
SGNP	SPATS2L	2
TENM4	TENM4	11
Doc4	TENM4	11
ETM5	TENM4	11
ODZ4	TENM4	11
TNM4	TENM4	11
Ten-M4	TENM4	11
ten-4	TENM4	11
NSMF	NSMF	9
HH9	NSMF	9
NELF	NSMF	9
L3MBTL1	L3MBTL1	20
H-L(3)MBT	L3MBTL1	20
L3MBTL	L3MBTL1	20
ZC2HC3	L3MBTL1	20
dJ138B7.3	L3MBTL1	20
RPAP1	RPAP1	15
-	RPAP1	15
FAM32A	FAM32A	19
OTAG-12	FAM32A	19
OTAG12	FAM32A	19
LRIG1	LRIG1	3
LIG-1	LRIG1	3
LIG1	LRIG1	3
UPF2	UPF2	10
HUPF2	UPF2	10
RENT2	UPF2	10
smg-3	UPF2	10
LRP10	LRP10	14
LRP-10	LRP10	14
LRP9	LRP10	14
MST087	LRP10	14
MSTP087	LRP10	14
TMEM98	TMEM98	17
TADA1	TMEM98	17
PTCD1	PTCD1	7
-	PTCD1	7
PCDHGA12	PCDHGA12	5
CDH21	PCDHGA12	5
FIB3	PCDHGA12	5
PCDH-GAMMA-A12	PCDHGA12	5
ACOT11	ACOT11	1
BFIT	ACOT11	1
STARD14	ACOT11	1
THEA	ACOT11	1
THEM1	ACOT11	1
PLEKHG3	PLEKHG3	14
ARHGEF43	PLEKHG3	14
KIAA0599	PLEKHG3	14
OSBPL3	OSBPL3	7
ORP-3	OSBPL3	7
ORP3	OSBPL3	7
OSBP3	OSBPL3	7
SUSD5	SUSD5	3
-	SUSD5	3
ATRNL1	ATRNL1	10
ALP	ATRNL1	10
bA338L11.1	ATRNL1	10
bA454H24.1	ATRNL1	10
IPCEF1	IPCEF1	6
PIP3-E	IPCEF1	6
GLCE	GLCE	15
HSEPI	GLCE	15
ZNF451	ZNF451	6
COASTER	ZNF451	6
dJ417I1.1	ZNF451	6
SIPA1L1	SIPA1L1	14
E6TP1	SIPA1L1	14
CHD5	CHD5	1
CHD-5	CHD5	1
SS18L1	SS18L1	20
CREST	SS18L1	20
LP2261	SS18L1	20
SETBP1	SETBP1	18
MRD29	SETBP1	18
SEB	SETBP1	18
UBXN7	UBXN7	3
UBXD7	UBXN7	3
LRRTM2	LRRTM2	5
-	LRRTM2	5
LTN1	LTN1	21
C21orf10	LTN1	21
C21orf98	LTN1	21
RNF160	LTN1	21
ZNF294	LTN1	21
CNTNAP2	CNTNAP2	7
AUTS15	CNTNAP2	7
CASPR2	CNTNAP2	7
CDFE	CNTNAP2	7
NRXN4	CNTNAP2	7
PTHSL1	CNTNAP2	7
ZNF500	ZNF500	16
ZKSCAN18	ZNF500	16
ZSCAN50	ZNF500	16
FAM169A	FAM169A	5
SLAP75	FAM169A	5
SLITRK5	SLITRK5	13
LRRC11	SLITRK5	13
bA364G4.2	SLITRK5	13
PPP1R16B	PPP1R16B	20
ANKRD4	PPP1R16B	20
TIMAP	PPP1R16B	20
DNM3	DNM3	1
Dyna III	DNM3	1
AUTS2	AUTS2	7
FBRSL2	AUTS2	7
MRD26	AUTS2	7
SENP6	SENP6	6
SSP1	SENP6	6
SUSP1	SENP6	6
RAB11FIP5	RAB11FIP5	2
GAF1	RAB11FIP5	2
RIP11	RAB11FIP5	2
pp75	RAB11FIP5	2
ANKRD17	ANKRD17	4
GTAR	ANKRD17	4
MASK2	ANKRD17	4
NY-BR-16	ANKRD17	4
GIGYF2	GIGYF2	2
GYF2	GIGYF2	2
PARK11	GIGYF2	2
PERQ2	GIGYF2	2
PERQ3	GIGYF2	2
TNRC15	GIGYF2	2
ERC2	ERC2	3
CAST	ERC2	3
CAST1	ERC2	3
ELKSL	ERC2	3
SPBC110	ERC2	3
Spc110	ERC2	3
APPL1	APPL1	3
APPL	APPL1	3
DIP13alpha	APPL1	3
MODY14	APPL1	3
HACL1	HACL1	3
2-HPCL	HACL1	3
HPCL	HACL1	3
HPCL2	HACL1	3
PHYH2	HACL1	3
HYALP1	HYALP1	7
HYAL6	HYALP1	7
DECR2	DECR2	16
PDCR	DECR2	16
SDR17C1	DECR2	16
RAI14	RAI14	5
NORPEG	RAI14	5
RAI13	RAI14	5
LSM14A	LSM14A	19
C19orf13	LSM14A	19
FAM61A	LSM14A	19
RAP55	LSM14A	19
RAP55A	LSM14A	19
DKFZP586B0319	DKFZP586B0319	3
-	DKFZP586B0319	3
DKFZP434K028	DKFZP434K028	11
-	DKFZP434K028	11
FAM127B	FAM127B	X
CXX1b	FAM127B	X
MAR8A	FAM127B	X
POLDIP2	POLDIP2	17
PDIP38	POLDIP2	17
POLD4	POLDIP2	17
p38	POLDIP2	17
CFAP61	CFAP61	20
C20orf26	CFAP61	20
CaM-IP3	CFAP61	20
dJ1002M8.3	CFAP61	20
dJ1178H5.4	CFAP61	20
DKFZP434H168	DKFZP434H168	16
-	DKFZP434H168	16
FAM230C	FAM230C	13
LINC00281	FAM230C	13
NCRNA00281	FAM230C	13
DKFZP434L187	DKFZP434L187	15
-	DKFZP434L187	15
TBC1D29	TBC1D29	17
-	TBC1D29	17
ARHGEF26	ARHGEF26	3
CSGEF	ARHGEF26	3
HMFN1864	ARHGEF26	3
SGEF	ARHGEF26	3
KLK13	KLK13	19
KLK-L4	KLK13	19
KLKL4	KLK13	19
GPSM1	GPSM1	9
AGS3	GPSM1	9
GGA1	GGA1	22
-	GGA1	22
ABHD12	ABHD12	20
